,Zip Code,Community,Zip Code Latitude,Zip Code Longitude,Venue,Venue Category,City
59,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Castle Korean BBQ,Korean Restaurant,Los Angeles
60,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Pho 2000,Vietnamese Restaurant,Los Angeles
61,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Cafe The Barn,Café,Los Angeles
62,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Isaan Station,Thai Restaurant,Los Angeles
63,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Subway,Sandwich Place,Los Angeles
64,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Ye Sushi,Japanese Restaurant,Los Angeles
65,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Tasty House Seafood & BBQ,Seafood Restaurant,Los Angeles
66,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,La Nueva Flor Blanca,Latin American Restaurant,Los Angeles
67,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Sulga Jinju Gom Tang House of Beef Soup,Korean Restaurant,Los Angeles
68,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Mama & Papa's New York Pizza,Pizza Place,Los Angeles
69,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Toad House,Korean Restaurant,Los Angeles
70,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Wassada,Seafood Restaurant,Los Angeles
71,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Beverly Bakery,Bakery,Los Angeles
72,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Chinatown Express,Chinese Restaurant,Los Angeles
73,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Jae Bu Do (제부도) (Jae Bu Do),Seafood Restaurant,Los Angeles
74,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Hyun Poong,Korean Restaurant,Los Angeles
75,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Mesón Cafe,Café,Los Angeles
76,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Casa Carnitas,Mexican Restaurant,Los Angeles
77,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Hi Pizza Italian Kitchen,Italian Restaurant,Los Angeles
78,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Hwang Hae Doe,Korean Restaurant,Los Angeles
79,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Wa Sada 와싸다 (Wa Sada),Japanese Restaurant,Los Angeles
80,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Rinconcito Guatemalteco,Latin American Restaurant,Los Angeles
81,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Original Thai BBQ,Thai Restaurant,Los Angeles
82,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Gonjiam,Korean Restaurant,Los Angeles
83,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Island Seafood Restaurant,Seafood Restaurant,Los Angeles
84,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Tenraku,Korean Restaurant,Los Angeles
85,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Hongkong Banjum 0410,Korean Restaurant,Los Angeles
86,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Jerry's LA,Korean Restaurant,Los Angeles
87,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,원조 현풍 박소선 할매집 곰탕,Korean Restaurant,Los Angeles
88,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Tacos Guadalajara,Taco Place,Los Angeles
89,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,SUBWAY,Sandwich Place,Los Angeles
90,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Nakzi Village,Korean Restaurant,Los Angeles
91,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Tturak 뜨락,Korean Restaurant,Los Angeles
92,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Wara Wara,Korean Restaurant,Los Angeles
93,90004,"Los Angeles (Hancock Park, Rampart Village, Virgil Village, Wilshire Center, Windsor Square)",34.07711,-118.30755,Longboard Ice Cream Truck,Food Truck,Los Angeles
94,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,R Bar,Restaurant,Los Angeles
95,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,H Cafe,American Restaurant,Los Angeles
96,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Pollo A La Brasa,South American Restaurant,Los Angeles
97,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Magal BBQ 마포 갈매기,Korean Restaurant,Los Angeles
98,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,OO-KOOK Korean BBQ,BBQ Joint,Los Angeles
99,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Slurpin' Ramen Bar,Japanese Restaurant,Los Angeles
100,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,BCD Tofu House,Korean Restaurant,Los Angeles
101,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Jeong Yuk Jeom,Korean Restaurant,Los Angeles
102,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Caffe Concerto,Café,Los Angeles
103,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Bud Namu,Korean Restaurant,Los Angeles
104,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Man Soo Korean BBQ,Korean Restaurant,Los Angeles
105,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,thank u pho,Noodle House,Los Angeles
106,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Eight Korean BBQ,Korean Restaurant,Los Angeles
107,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Paris Baguette,Bakery,Los Angeles
108,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Ma Dang Gook Soo 마당국수,Korean Restaurant,Los Angeles
109,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Mama Lion,Restaurant,Los Angeles
110,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Taylor's Prime Steak House,Steakhouse,Los Angeles
111,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Honey Pig,Korean Restaurant,Los Angeles
112,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Sabores Oaxaqueños,Mexican Restaurant,Los Angeles
113,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Bon Shabu,Shabu-Shabu Restaurant,Los Angeles
114,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Mr BOBA,Café,Los Angeles
115,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Hwal A Kwang Jang (활어광장),Korean Restaurant,Los Angeles
116,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,Jook Hyang ( 죽향 ),Korean Restaurant,Los Angeles
117,90005,"Los Angeles (Hancock Park, Koreatown, Wilshire Center, Wilshire Park, Windsor Square)",34.058911,-118.30848,plato,Korean Restaurant,Los Angeles
118,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,McDonald's,Fast Food Restaurant,Los Angeles
119,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Papa Cristo's Catering & Greek Taverna,Greek Restaurant,Los Angeles
120,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Burger King,Fast Food Restaurant,Los Angeles
121,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Dino's Chicken and Burgers,Diner,Los Angeles
122,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Happy Taco,Taco Place,Los Angeles
123,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,The Corner Place (길목),Korean Restaurant,Los Angeles
124,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Olympic Cheong Guk Jang,Korean Restaurant,Los Angeles
125,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Jack in the Box,Fast Food Restaurant,Los Angeles
126,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Hodori,Korean Restaurant,Los Angeles
127,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Park's BBQ,Korean Restaurant,Los Angeles
128,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Leo Catering Truck,Food Truck,Los Angeles
129,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Guelaguetza Restaurant,Mexican Restaurant,Los Angeles
130,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,El Pollo Loco,Fast Food Restaurant,Los Angeles
131,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,TGI Korean BBQ,Korean BBQ Restaurant,Los Angeles
132,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Wi Korean BBQ,Korean BBQ Restaurant,Los Angeles
133,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Oyabun,Sushi Restaurant,Los Angeles
134,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Paris Baguette,Bakery,Los Angeles
135,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Yangmani,Korean Restaurant,Los Angeles
136,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Ong Ga Nae Korean B.B.Q,Korean Restaurant,Los Angeles
137,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,KFC,Fried Chicken Joint,Los Angeles
138,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Fantastic Donuts and Croissant,Donut Shop,Los Angeles
139,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Little Caesars Pizza,Pizza Place,Los Angeles
140,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Daily Donuts,Donut Shop,Los Angeles
141,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,El Grullense,Mexican Restaurant,Los Angeles
142,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Jeon Ju,Korean Restaurant,Los Angeles
143,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Gam Ja Gol,Korean Restaurant,Los Angeles
144,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,A-won Japanese Restaurant,Japanese Restaurant,Los Angeles
145,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Surawon Restaurant,Korean Restaurant,Los Angeles
146,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Myung In Dumplings,Dumpling Restaurant,Los Angeles
147,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Young Kyung Restaurant,Chinese Restaurant,Los Angeles
148,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Pollos El Brasero,South American Restaurant,Los Angeles
149,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Dragon Chinese Restaurant (용궁),Korean Restaurant,Los Angeles
150,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Pho 2000,Vietnamese Restaurant,Los Angeles
151,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Wako Donkasu,Asian Restaurant,Los Angeles
152,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Sanya,Korean Restaurant,Los Angeles
153,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Shin Beijing Chinese Cuisine,Chinese Restaurant,Los Angeles
154,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,El Colmao,Cuban Restaurant,Los Angeles
155,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Tous Les Jours,Bakery,Los Angeles
156,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,San Salvador Restaurant,Food,Los Angeles
157,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Subway,Sandwich Place,Los Angeles
158,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Papa’s Chicken,Fried Chicken Joint,Los Angeles
159,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Jihwaja Korean Rice Bakery,Korean Restaurant,Los Angeles
160,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,El Camacho's Nicaraguan Restaurant,Latin American Restaurant,Los Angeles
161,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Ham Hung Restaurant,Korean Restaurant,Los Angeles
162,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Great Wall Restaurant,Chinese Restaurant,Los Angeles
163,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Cafe latte,Café,Los Angeles
164,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,El Nuevo Mirador Restaurant,Latin American Restaurant,Los Angeles
165,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Olympic Korean Restaurant,Cajun / Creole Restaurant,Los Angeles
166,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Wien Bakery And Cake House,Bakery,Los Angeles
167,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Jang Ga Ne ( 장가네 ),Korean Restaurant,Los Angeles
168,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Vermont Soon Dae 버몬 순대,Korean Restaurant,Los Angeles
169,90006,"Los Angeles (Byzantine-Latino Quarter, Harvard Heights, Koreatown, Pico Heights)",34.048351,-118.2943,Ilobasco Family Restaurant,Latin American Restaurant,Los Angeles
